student_id,topic_id,timestamp,correct
student_1,topic_6,2025-09-11T11:45:27.058537,0
student_1,topic_6,2025-09-11T15:58:27.058537,0
student_1,topic_6,2025-09-11T20:52:27.058537,1
student_1,topic_10,2025-09-12T16:56:27.058537,1
student_1,topic_7,2025-09-12T18:16:27.058537,0
student_1,topic_4,2025-09-12T23:36:27.058537,0
student_1,topic_9,2025-09-13T01:07:27.058537,0
student_1,topic_3,2025-09-13T03:25:27.058537,0
student_1,topic_5,2025-09-13T18:36:27.058537,0
student_1,topic_4,2025-09-13T21:26:27.058537,0
student_1,topic_6,2025-09-14T01:53:27.058537,0
student_1,topic_3,2025-09-14T03:22:27.058537,0
student_1,topic_12,2025-09-14T10:58:27.058537,0
student_1,topic_11,2025-09-14T20:27:27.058537,1
student_1,topic_4,2025-09-15T14:29:27.058537,0
student_1,topic_5,2025-09-15T15:12:27.058537,0
student_1,topic_3,2025-09-16T10:43:27.058537,0
student_1,topic_2,2025-09-16T19:06:27.058537,1
student_1,topic_3,2025-09-16T21:17:27.058537,0
student_1,topic_3,2025-09-16T23:20:27.058537,0
student_1,topic_12,2025-09-17T08:02:27.058537,1
student_2,topic_2,2025-08-30T17:38:27.058537,0
student_2,topic_5,2025-08-30T22:49:27.058537,0
student_2,topic_8,2025-08-31T08:02:27.058537,1
student_2,topic_11,2025-08-31T08:18:27.058537,0
student_2,topic_8,2025-08-31T11:48:27.058537,1
student_2,topic_5,2025-09-01T04:00:27.058537,0
student_2,topic_11,2025-09-02T03:45:27.058537,0
student_2,topic_9,2025-09-02T04:13:27.058537,1
student_2,topic_10,2025-09-02T09:22:27.058537,1
student_2,topic_6,2025-09-03T05:09:27.058537,0
student_2,topic_7,2025-09-03T13:14:27.058537,1
student_2,topic_5,2025-09-04T00:14:27.058537,0
student_2,topic_5,2025-09-04T02:38:27.058537,0
student_2,topic_9,2025-09-04T16:19:27.058537,1
student_2,topic_1,2025-09-04T19:12:27.058537,0
student_2,topic_10,2025-09-04T23:06:27.058537,1
student_2,topic_11,2025-09-05T01:31:27.058537,1
student_2,topic_2,2025-09-05T05:35:27.058537,1
student_2,topic_1,2025-09-05T05:40:27.058537,0
student_2,topic_8,2025-09-05T11:12:27.058537,1
student_2,topic_5,2025-09-06T10:39:27.058537,0
student_2,topic_1,2025-09-06T11:30:27.058537,0
student_2,topic_3,2025-09-06T14:06:27.058537,0
student_2,topic_1,2025-09-06T16:58:27.058537,0
student_2,topic_1,2025-09-07T00:43:27.058537,1
student_2,topic_11,2025-09-07T02:45:27.058537,0
student_2,topic_11,2025-09-07T20:49:27.058537,0
student_2,topic_9,2025-09-08T10:38:27.058537,0
student_2,topic_2,2025-09-08T19:57:27.058537,0
student_2,topic_11,2025-09-09T02:05:27.058537,0
student_2,topic_7,2025-09-09T09:18:27.058537,1
student_2,topic_5,2025-09-09T12:40:27.058537,0
student_2,topic_4,2025-09-09T20:52:27.058537,1
student_2,topic_5,2025-09-10T01:39:27.058537,0
student_2,topic_12,2025-09-10T04:53:27.058537,0
student_2,topic_4,2025-09-10T09:41:27.058537,0
student_2,topic_8,2025-09-10T17:18:27.058537,0
student_2,topic_7,2025-09-10T21:00:27.058537,0
student_2,topic_3,2025-09-10T22:53:27.058537,0
student_2,topic_2,2025-09-11T07:47:27.058537,1
student_2,topic_9,2025-09-11T08:28:27.058537,0
student_2,topic_2,2025-09-12T20:47:27.058537,0
student_2,topic_7,2025-09-13T04:37:27.058537,0
student_2,topic_12,2025-09-13T10:32:27.058537,0
student_2,topic_1,2025-09-15T05:24:27.058537,1
student_2,topic_7,2025-09-15T10:05:27.058537,0
student_2,topic_6,2025-09-16T02:47:27.058537,0
student_2,topic_6,2025-09-16T15:22:27.058537,0
student_2,topic_2,2025-09-16T19:43:27.058537,1
student_2,topic_8,2025-09-16T21:32:27.058537,0
student_2,topic_8,2025-09-16T22:36:27.058537,0
student_2,topic_9,2025-09-17T02:43:27.058537,0
student_2,topic_4,2025-09-17T04:21:27.058537,1
student_2,topic_12,2025-09-17T23:33:27.058537,0
student_2,topic_9,2025-09-18T10:18:27.058537,0
student_2,topic_10,2025-09-18T14:11:27.058537,1
student_2,topic_12,2025-09-18T20:11:27.058537,0
student_2,topic_2,2025-09-19T04:50:27.058537,0
student_2,topic_2,2025-09-19T14:20:27.058537,0
student_2,topic_1,2025-09-19T18:43:27.058537,0
student_3,topic_12,2025-08-30T23:21:27.058537,0
student_3,topic_1,2025-08-31T07:00:27.058537,1
student_3,topic_3,2025-08-31T11:40:27.058537,0
student_3,topic_3,2025-09-01T18:45:27.058537,0
student_3,topic_1,2025-09-01T18:49:27.058537,1
student_3,topic_8,2025-09-03T20:10:27.058537,1
student_3,topic_11,2025-09-03T20:50:27.058537,0
student_3,topic_12,2025-09-04T14:34:27.058537,0
student_3,topic_11,2025-09-04T15:14:27.058537,1
student_3,topic_2,2025-09-04T18:58:27.058537,0
student_3,topic_8,2025-09-05T04:19:27.058537,1
student_3,topic_10,2025-09-05T06:36:27.058537,0
student_3,topic_9,2025-09-05T16:04:27.058537,0
student_3,topic_1,2025-09-06T03:06:27.058537,1
student_3,topic_11,2025-09-06T08:22:27.058537,1
student_3,topic_2,2025-09-06T14:12:27.058537,0
student_3,topic_6,2025-09-06T21:13:27.058537,0
student_3,topic_7,2025-09-06T22:38:27.058537,0
student_3,topic_4,2025-09-08T01:49:27.058537,0
student_3,topic_8,2025-09-08T10:59:27.058537,1
student_3,topic_7,2025-09-08T14:34:27.058537,0
student_3,topic_2,2025-09-08T14:46:27.058537,0
student_3,topic_4,2025-09-08T17:41:27.058537,0
student_3,topic_8,2025-09-09T03:03:27.058537,1
student_3,topic_3,2025-09-09T10:47:27.058537,0
student_3,topic_1,2025-09-09T12:55:27.058537,0
student_3,topic_3,2025-09-09T16:34:27.058537,0
student_3,topic_9,2025-09-10T04:53:27.058537,0
student_3,topic_4,2025-09-11T05:55:27.058537,0
student_3,topic_5,2025-09-11T10:50:27.058537,1
student_3,topic_7,2025-09-12T05:08:27.058537,0
student_3,topic_12,2025-09-12T08:34:27.058537,0
student_3,topic_10,2025-09-12T12:53:27.058537,0
student_3,topic_6,2025-09-12T14:27:27.058537,1
student_3,topic_11,2025-09-12T15:12:27.058537,1
student_3,topic_4,2025-09-12T18:11:27.058537,0
student_3,topic_10,2025-09-12T18:22:27.058537,0
student_3,topic_11,2025-09-12T23:50:27.058537,1
student_3,topic_7,2025-09-13T04:07:27.058537,0
student_3,topic_12,2025-09-13T07:33:27.058537,0
student_3,topic_9,2025-09-13T15:45:27.058537,0
student_3,topic_1,2025-09-13T18:44:27.058537,0
student_3,topic_2,2025-09-13T22:06:27.058537,0
student_3,topic_12,2025-09-14T09:25:27.058537,0
student_3,topic_12,2025-09-14T12:04:27.058537,0
student_3,topic_5,2025-09-14T14:14:27.058537,0
student_3,topic_5,2025-09-15T02:41:27.058537,1
student_3,topic_3,2025-09-15T13:39:27.058537,1
student_3,topic_3,2025-09-15T21:15:27.058537,0
student_3,topic_7,2025-09-16T07:36:27.058537,0
student_3,topic_3,2025-09-17T10:25:27.058537,0
student_3,topic_8,2025-09-18T06:12:27.058537,0
student_3,topic_1,2025-09-18T08:11:27.058537,0
student_3,topic_4,2025-09-18T14:40:27.058537,0
student_3,topic_10,2025-09-18T23:11:27.058537,0
student_3,topic_12,2025-09-19T09:37:27.058537,0
student_3,topic_4,2025-09-19T10:46:27.058537,0
student_3,topic_12,2025-09-19T12:02:27.058537,0
student_3,topic_4,2025-09-19T16:37:27.058537,1
student_3,topic_12,2025-09-19T22:49:27.058537,0
student_4,topic_9,2025-08-31T18:32:27.058537,1
student_4,topic_9,2025-09-01T00:09:27.058537,1
student_4,topic_8,2025-09-01T04:06:27.058537,0
student_4,topic_3,2025-09-01T15:47:27.058537,0
student_4,topic_4,2025-09-01T20:23:27.058537,1
student_4,topic_9,2025-09-02T04:43:27.058537,0
student_4,topic_5,2025-09-02T17:06:27.058537,1
student_4,topic_10,2025-09-02T17:53:27.058537,0
student_4,topic_10,2025-09-03T15:51:27.058537,0
student_4,topic_1,2025-09-04T05:58:27.058537,1
student_4,topic_2,2025-09-04T15:03:27.058537,0
student_4,topic_9,2025-09-05T17:12:27.058537,0
student_4,topic_10,2025-09-05T17:13:27.058537,0
student_4,topic_10,2025-09-05T17:18:27.058537,0
student_4,topic_8,2025-09-05T18:04:27.058537,0
student_4,topic_11,2025-09-06T13:14:27.058537,1
student_4,topic_10,2025-09-06T16:35:27.058537,0
student_4,topic_3,2025-09-07T00:17:27.058537,0
student_4,topic_3,2025-09-07T11:26:27.058537,0
student_4,topic_2,2025-09-07T11:43:27.058537,0
student_4,topic_10,2025-09-07T19:11:27.058537,1
student_4,topic_7,2025-09-08T22:09:27.058537,0
student_4,topic_11,2025-09-09T02:51:27.058537,1
student_4,topic_4,2025-09-09T05:42:27.058537,1
student_4,topic_1,2025-09-09T08:23:27.058537,0
student_4,topic_4,2025-09-09T10:32:27.058537,0
student_4,topic_9,2025-09-09T21:59:27.058537,1
student_4,topic_11,2025-09-10T00:53:27.058537,1
student_4,topic_11,2025-09-10T11:44:27.058537,0
student_4,topic_7,2025-09-10T21:04:27.058537,1
student_4,topic_3,2025-09-10T23:54:27.058537,0
student_4,topic_10,2025-09-11T00:42:27.058537,0
student_4,topic_10,2025-09-11T04:30:27.058537,0
student_4,topic_6,2025-09-11T10:41:27.058537,0
student_4,topic_10,2025-09-11T16:25:27.058537,0
student_4,topic_2,2025-09-12T05:36:27.058537,0
student_4,topic_6,2025-09-12T18:14:27.058537,1
student_4,topic_12,2025-09-12T18:46:27.058537,1
student_4,topic_3,2025-09-12T19:12:27.058537,0
student_4,topic_6,2025-09-13T03:40:27.058537,1
student_4,topic_2,2025-09-13T05:36:27.058537,1
student_4,topic_8,2025-09-13T09:26:27.058537,0
student_4,topic_5,2025-09-13T11:00:27.058537,1
student_4,topic_2,2025-09-13T20:33:27.058537,1
student_4,topic_7,2025-09-14T02:09:27.058537,1
student_4,topic_5,2025-09-14T16:46:27.058537,0
student_4,topic_3,2025-09-14T17:58:27.058537,0
student_4,topic_6,2025-09-14T22:37:27.058537,1
student_4,topic_4,2025-09-15T01:48:27.058537,1
student_4,topic_6,2025-09-15T07:19:27.058537,1
student_4,topic_1,2025-09-15T12:39:27.058537,0
student_4,topic_1,2025-09-15T13:13:27.058537,1
student_4,topic_2,2025-09-15T21:11:27.058537,1
student_4,topic_7,2025-09-16T17:19:27.058537,0
student_4,topic_1,2025-09-16T19:02:27.058537,0
student_4,topic_2,2025-09-18T03:56:27.058537,0
student_4,topic_3,2025-09-18T19:54:27.058537,0
student_4,topic_8,2025-09-18T23:48:27.058537,0
student_4,topic_4,2025-09-19T19:39:27.058537,0
student_4,topic_3,2025-09-19T23:39:27.058537,0
student_5,topic_2,2025-08-30T23:38:27.058537,0
student_5,topic_6,2025-08-31T11:04:27.058537,1
student_5,topic_1,2025-09-01T02:40:27.058537,0
student_5,topic_11,2025-09-01T14:58:27.058537,0
student_5,topic_8,2025-09-01T16:20:27.058537,1
student_5,topic_7,2025-09-01T17:10:27.058537,0
student_5,topic_11,2025-09-01T17:28:27.058537,0
student_5,topic_3,2025-09-01T19:06:27.058537,0
student_5,topic_7,2025-09-02T23:47:27.058537,0
student_5,topic_8,2025-09-03T02:06:27.058537,0
student_5,topic_9,2025-09-03T13:32:27.058537,0
student_5,topic_6,2025-09-03T13:41:27.058537,0
student_5,topic_6,2025-09-04T06:10:27.058537,1
student_5,topic_11,2025-09-04T11:17:27.058537,0
student_5,topic_2,2025-09-04T22:49:27.058537,0
student_5,topic_2,2025-09-07T10:34:27.058537,0
student_5,topic_3,2025-09-08T12:39:27.058537,0
student_5,topic_11,2025-09-08T13:13:27.058537,0
student_5,topic_9,2025-09-08T18:42:27.058537,0
student_5,topic_7,2025-09-08T19:53:27.058537,0
student_5,topic_11,2025-09-09T01:36:27.058537,1
student_5,topic_3,2025-09-09T04:23:27.058537,1
student_5,topic_12,2025-09-09T05:52:27.058537,0
student_5,topic_11,2025-09-09T14:38:27.058537,1
student_5,topic_7,2025-09-09T16:03:27.058537,0
student_5,topic_7,2025-09-10T19:59:27.058537,0
student_5,topic_2,2025-09-10T21:19:27.058537,0
student_5,topic_2,2025-09-11T01:03:27.058537,0
student_5,topic_4,2025-09-11T02:50:27.058537,0
student_5,topic_9,2025-09-11T16:22:27.058537,0
student_5,topic_2,2025-09-11T18:48:27.058537,0
student_5,topic_5,2025-09-12T02:22:27.058537,1
student_5,topic_6,2025-09-12T15:52:27.058537,0
student_5,topic_6,2025-09-12T20:53:27.058537,1
student_5,topic_4,2025-09-13T10:11:27.058537,0
student_5,topic_12,2025-09-13T16:31:27.058537,1
student_5,topic_2,2025-09-13T21:35:27.058537,0
student_5,topic_1,2025-09-14T03:34:27.058537,0
student_5,topic_7,2025-09-14T06:35:27.058537,0
student_5,topic_2,2025-09-14T08:40:27.058537,0
student_5,topic_9,2025-09-14T12:57:27.058537,0
student_5,topic_5,2025-09-14T23:58:27.058537,0
student_5,topic_2,2025-09-15T10:29:27.058537,0
student_5,topic_11,2025-09-15T11:40:27.058537,1
student_5,topic_10,2025-09-15T12:49:27.058537,1
student_5,topic_5,2025-09-15T15:24:27.058537,0
student_5,topic_10,2025-09-16T12:33:27.058537,1
student_5,topic_6,2025-09-16T18:30:27.058537,1
student_5,topic_2,2025-09-17T05:47:27.058537,0
student_5,topic_9,2025-09-17T11:34:27.058537,0
student_5,topic_6,2025-09-18T00:25:27.058537,1
student_5,topic_2,2025-09-18T00:40:27.058537,0
student_5,topic_5,2025-09-18T16:25:27.058537,1
student_5,topic_7,2025-09-18T18:55:27.058537,0
student_5,topic_1,2025-09-18T21:34:27.058537,0
student_5,topic_4,2025-09-19T02:14:27.058537,0
student_5,topic_4,2025-09-19T05:23:27.058537,0
student_5,topic_12,2025-09-19T11:44:27.058537,0
student_5,topic_5,2025-09-19T15:47:27.058537,0
student_5,topic_4,2025-09-19T16:45:27.058537,0
student_6,topic_7,2025-08-30T16:02:27.058537,1
student_6,topic_9,2025-08-30T19:33:27.058537,0
student_6,topic_5,2025-08-31T19:36:27.058537,0
student_6,topic_9,2025-09-01T02:54:27.058537,0
student_6,topic_12,2025-09-01T09:49:27.058537,0
student_6,topic_9,2025-09-02T04:09:27.058537,1
student_6,topic_6,2025-09-03T04:34:27.058537,0
student_6,topic_12,2025-09-03T07:32:27.058537,0
student_6,topic_5,2025-09-03T11:46:27.058537,0
student_6,topic_10,2025-09-03T18:37:27.058537,1
student_6,topic_9,2025-09-04T07:22:27.058537,0
student_6,topic_6,2025-09-04T10:26:27.058537,1
student_6,topic_6,2025-09-04T11:27:27.058537,1
student_6,topic_2,2025-09-04T17:50:27.058537,0
student_6,topic_9,2025-09-04T18:22:27.058537,0
student_6,topic_3,2025-09-05T04:18:27.058537,0
student_6,topic_4,2025-09-05T09:19:27.058537,1
student_6,topic_4,2025-09-05T12:16:27.058537,1
student_6,topic_9,2025-09-06T01:10:27.058537,1
student_6,topic_7,2025-09-06T16:08:27.058537,0
student_6,topic_8,2025-09-06T18:09:27.058537,0
student_6,topic_5,2025-09-07T02:44:27.058537,0
student_6,topic_9,2025-09-07T03:22:27.058537,0
student_6,topic_11,2025-09-07T17:23:27.058537,0
student_6,topic_12,2025-09-08T00:05:27.058537,0
student_6,topic_8,2025-09-08T00:37:27.058537,0
student_6,topic_5,2025-09-08T03:15:27.058537,0
student_6,topic_12,2025-09-08T12:49:27.058537,0
student_6,topic_10,2025-09-08T17:46:27.058537,0
student_6,topic_7,2025-09-08T23:33:27.058537,1
student_6,topic_9,2025-09-09T06:22:27.058537,1
student_6,topic_8,2025-09-09T08:21:27.058537,1
student_6,topic_11,2025-09-09T15:41:27.058537,1
student_6,topic_1,2025-09-09T19:39:27.058537,0
student_6,topic_11,2025-09-09T23:44:27.058537,0
student_6,topic_2,2025-09-10T04:33:27.058537,0
student_6,topic_3,2025-09-10T08:01:27.058537,0
student_6,topic_8,2025-09-10T13:24:27.058537,0
student_6,topic_1,2025-09-10T18:11:27.058537,0
student_6,topic_4,2025-09-11T15:24:27.058537,0
student_6,topic_2,2025-09-12T08:36:27.058537,1
student_6,topic_5,2025-09-12T11:56:27.058537,0
student_6,topic_9,2025-09-12T17:03:27.058537,0
student_6,topic_12,2025-09-13T08:07:27.058537,0
student_6,topic_10,2025-09-13T16:17:27.058537,1
student_6,topic_6,2025-09-13T20:05:27.058537,1
student_6,topic_9,2025-09-14T00:07:27.058537,0
student_6,topic_11,2025-09-14T09:35:27.058537,0
student_6,topic_5,2025-09-14T20:45:27.058537,0
student_6,topic_7,2025-09-15T13:59:27.058537,1
student_6,topic_11,2025-09-15T14:49:27.058537,1
student_6,topic_7,2025-09-15T16:08:27.058537,1
student_6,topic_1,2025-09-15T18:48:27.058537,0
student_6,topic_1,2025-09-16T02:08:27.058537,0
student_6,topic_2,2025-09-16T04:51:27.058537,0
student_6,topic_11,2025-09-16T10:37:27.058537,0
student_6,topic_1,2025-09-16T22:59:27.058537,0
student_6,topic_3,2025-09-17T01:53:27.058537,0
student_6,topic_10,2025-09-17T14:43:27.058537,1
student_6,topic_3,2025-09-17T16:55:27.058537,0
student_7,topic_12,2025-08-31T02:18:27.058537,1
student_7,topic_3,2025-09-01T01:02:27.058537,0
student_7,topic_9,2025-09-01T07:59:27.058537,0
student_7,topic_10,2025-09-02T03:50:27.058537,1
student_7,topic_1,2025-09-02T07:24:27.058537,0
student_7,topic_3,2025-09-02T16:15:27.058537,0
student_7,topic_10,2025-09-02T19:44:27.058537,1
student_7,topic_3,2025-09-03T04:14:27.058537,0
student_7,topic_6,2025-09-04T07:35:27.058537,1
student_7,topic_1,2025-09-04T11:50:27.058537,0
student_7,topic_8,2025-09-04T16:06:27.058537,0
student_7,topic_5,2025-09-04T20:07:27.058537,0
student_7,topic_1,2025-09-04T21:04:27.058537,0
student_7,topic_2,2025-09-05T10:54:27.058537,0
student_7,topic_1,2025-09-05T12:18:27.058537,0
student_7,topic_2,2025-09-05T16:49:27.058537,0
student_7,topic_4,2025-09-05T20:39:27.058537,1
student_7,topic_4,2025-09-06T00:59:27.058537,0
student_7,topic_2,2025-09-07T10:38:27.058537,0
student_7,topic_1,2025-09-07T11:18:27.058537,0
student_7,topic_8,2025-09-07T11:59:27.058537,0
student_7,topic_9,2025-09-08T01:20:27.058537,0
student_7,topic_12,2025-09-08T03:37:27.058537,1
student_7,topic_4,2025-09-08T20:21:27.058537,0
student_7,topic_10,2025-09-09T02:21:27.058537,0
student_7,topic_6,2025-09-10T12:41:27.058537,0
student_7,topic_4,2025-09-10T22:50:27.058537,0
student_7,topic_2,2025-09-11T03:19:27.058537,0
student_7,topic_1,2025-09-11T05:40:27.058537,0
student_7,topic_4,2025-09-11T08:27:27.058537,0
student_7,topic_8,2025-09-11T13:22:27.058537,0
student_7,topic_4,2025-09-11T15:45:27.058537,0
student_7,topic_7,2025-09-12T00:01:27.058537,0
student_7,topic_6,2025-09-12T10:12:27.058537,0
student_7,topic_4,2025-09-12T12:47:27.058537,0
student_7,topic_9,2025-09-12T15:52:27.058537,1
student_7,topic_6,2025-09-13T05:24:27.058537,0
student_7,topic_10,2025-09-13T19:20:27.058537,0
student_7,topic_8,2025-09-13T20:50:27.058537,0
student_7,topic_4,2025-09-13T22:14:27.058537,1
student_7,topic_1,2025-09-14T01:24:27.058537,0
student_7,topic_1,2025-09-14T12:05:27.058537,0
student_7,topic_6,2025-09-14T22:46:27.058537,1
student_7,topic_9,2025-09-15T01:03:27.058537,0
student_7,topic_4,2025-09-15T14:57:27.058537,0
student_7,topic_2,2025-09-16T23:04:27.058537,0
student_7,topic_6,2025-09-17T12:51:27.058537,0
student_7,topic_10,2025-09-17T21:40:27.058537,0
student_7,topic_11,2025-09-18T02:22:27.058537,1
student_7,topic_10,2025-09-18T13:04:27.058537,0
student_7,topic_12,2025-09-18T16:27:27.058537,1
student_7,topic_4,2025-09-18T21:00:27.058537,1
student_7,topic_9,2025-09-19T11:40:27.058537,1
student_7,topic_3,2025-09-19T14:51:27.058537,1
student_7,topic_6,2025-09-20T00:13:27.058537,0
student_7,topic_2,2025-09-20T08:10:27.058537,0
student_7,topic_8,2025-09-20T08:28:27.058537,0
student_7,topic_6,2025-09-20T11:12:27.058537,1
student_7,topic_2,2025-09-20T15:39:27.058537,1
student_7,topic_11,2025-09-20T19:00:27.058537,0
student_8,topic_9,2025-08-30T17:57:27.058537,0
student_8,topic_1,2025-08-31T15:37:27.058537,0
student_8,topic_2,2025-08-31T16:30:27.058537,0
student_8,topic_2,2025-08-31T19:38:27.058537,0
student_8,topic_7,2025-09-01T03:04:27.058537,0
student_8,topic_1,2025-09-01T23:05:27.058537,1
student_8,topic_3,2025-09-02T01:31:27.058537,0
student_8,topic_2,2025-09-02T22:07:27.058537,0
student_8,topic_11,2025-09-03T18:05:27.058537,1
student_8,topic_10,2025-09-04T07:24:27.058537,1
student_8,topic_12,2025-09-04T16:37:27.058537,0
student_8,topic_6,2025-09-05T00:23:27.058537,0
student_8,topic_5,2025-09-05T08:56:27.058537,1
student_8,topic_2,2025-09-05T20:24:27.058537,0
student_8,topic_12,2025-09-06T01:59:27.058537,1
student_8,topic_2,2025-09-06T03:30:27.058537,0
student_8,topic_3,2025-09-06T06:36:27.058537,0
student_8,topic_12,2025-09-06T10:03:27.058537,1
student_8,topic_2,2025-09-06T12:00:27.058537,0
student_8,topic_7,2025-09-06T19:14:27.058537,0
student_8,topic_8,2025-09-06T23:43:27.058537,0
student_8,topic_8,2025-09-07T05:18:27.058537,0
student_8,topic_5,2025-09-07T08:13:27.058537,1
student_8,topic_6,2025-09-07T11:27:27.058537,0
student_8,topic_9,2025-09-07T20:42:27.058537,1
student_8,topic_4,2025-09-08T11:05:27.058537,0
student_8,topic_6,2025-09-08T11:32:27.058537,0
student_8,topic_2,2025-09-09T14:52:27.058537,0
student_8,topic_2,2025-09-10T09:21:27.058537,0
student_8,topic_6,2025-09-10T14:01:27.058537,0
student_8,topic_6,2025-09-10T20:59:27.058537,0
student_8,topic_2,2025-09-11T20:24:27.058537,0
student_8,topic_8,2025-09-11T20:47:27.058537,0
student_8,topic_6,2025-09-13T07:27:27.058537,0
student_8,topic_2,2025-09-13T08:32:27.058537,0
student_8,topic_9,2025-09-13T15:42:27.058537,0
student_8,topic_10,2025-09-14T01:32:27.058537,1
student_8,topic_8,2025-09-14T08:19:27.058537,0
student_8,topic_5,2025-09-14T14:20:27.058537,0
student_8,topic_6,2025-09-15T04:07:27.058537,0
student_8,topic_3,2025-09-15T18:49:27.058537,1
student_8,topic_3,2025-09-16T01:35:27.058537,0
student_8,topic_11,2025-09-16T09:55:27.058537,1
student_8,topic_12,2025-09-16T11:46:27.058537,1
student_8,topic_4,2025-09-16T17:03:27.058537,0
student_8,topic_9,2025-09-17T03:09:27.058537,1
student_8,topic_5,2025-09-17T08:53:27.058537,1
student_8,topic_4,2025-09-17T12:24:27.058537,1
student_8,topic_7,2025-09-17T20:51:27.058537,1
student_8,topic_6,2025-09-18T03:27:27.058537,0
student_8,topic_9,2025-09-18T22:01:27.058537,0
student_8,topic_3,2025-09-19T06:49:27.058537,1
student_8,topic_6,2025-09-19T08:38:27.058537,0
student_8,topic_9,2025-09-19T15:23:27.058537,1
student_8,topic_2,2025-09-20T01:22:27.058537,0
student_8,topic_5,2025-09-20T04:17:27.058537,0
student_8,topic_12,2025-09-20T11:33:27.058537,0
student_8,topic_11,2025-09-21T05:23:27.058537,0
student_8,topic_9,2025-09-21T09:31:27.058537,1
student_8,topic_1,2025-09-22T10:14:27.058537,1
student_9,topic_5,2025-08-30T17:48:27.058537,0
student_9,topic_12,2025-08-30T20:16:27.058537,0
student_9,topic_4,2025-08-31T00:10:27.058537,1
student_9,topic_1,2025-09-01T05:34:27.058537,0
student_9,topic_11,2025-09-01T13:25:27.058537,1
student_9,topic_2,2025-09-01T16:01:27.058537,1
student_9,topic_12,2025-09-01T19:15:27.058537,0
student_9,topic_10,2025-09-01T23:26:27.058537,1
student_9,topic_12,2025-09-02T03:19:27.058537,0
student_9,topic_5,2025-09-02T03:47:27.058537,0
student_9,topic_10,2025-09-02T14:49:27.058537,0
student_9,topic_3,2025-09-02T14:52:27.058537,0
student_9,topic_12,2025-09-02T15:11:27.058537,0
student_9,topic_6,2025-09-02T16:49:27.058537,1
student_9,topic_5,2025-09-03T01:47:27.058537,0
student_9,topic_3,2025-09-03T09:11:27.058537,0
student_9,topic_6,2025-09-03T19:22:27.058537,0
student_9,topic_8,2025-09-04T08:30:27.058537,1
student_9,topic_5,2025-09-04T16:47:27.058537,0
student_9,topic_1,2025-09-05T04:31:27.058537,1
student_9,topic_3,2025-09-05T08:55:27.058537,0
student_9,topic_10,2025-09-06T00:42:27.058537,0
student_9,topic_3,2025-09-06T09:47:27.058537,0
student_9,topic_2,2025-09-06T20:24:27.058537,1
student_9,topic_3,2025-09-08T12:14:27.058537,0
student_9,topic_1,2025-09-08T12:51:27.058537,0
student_9,topic_10,2025-09-08T16:05:27.058537,0
student_9,topic_11,2025-09-08T22:27:27.058537,1
student_9,topic_1,2025-09-09T18:22:27.058537,0
student_9,topic_7,2025-09-10T13:58:27.058537,1
student_9,topic_10,2025-09-10T23:06:27.058537,0
student_9,topic_5,2025-09-11T05:50:27.058537,0
student_9,topic_10,2025-09-11T06:55:27.058537,0
student_9,topic_4,2025-09-11T07:49:27.058537,1
student_9,topic_6,2025-09-12T11:52:27.058537,0
student_9,topic_5,2025-09-14T00:53:27.058537,0
student_9,topic_3,2025-09-14T10:47:27.058537,0
